37327|5|5
61309|7|12
64555|6|7
52697|1|2
55959|5|5
44780|1|8
49050|0|2
36168|0|5
39430|14|14
60340|0|10
63842|2|2
62992|1|3
51150|11|11
54652|0|1
42767|4|4
46269|8|8
33387|10|11
37657|1|1
57559|5|5
61829|3|3
53043|3|12
56545|1|13
41030|3|3
45556|0|3
36514|4|13
40016|5|14
60686|0|0
64188|8|8
51306|2|7
55576|0|5
54998|8|8
43947|12|12
47449|2|14
46615|6|6
34757|12|12
38259|7|7
57889|1|6
62431|10|11
49293|5|12
56891|7|8
42384|0|9
45902|7|7
33020|8|12
37290|0|2
61272|0|1
64534|6|9
52676|0|0
56178|10|10
44293|3|5
47795|3|10
34913|4|4
39199|9|9
38605|1|13
58491|8|9
62761|2|11
49895|3|3
54165|1|10
42986|0|0
46232|0|5
33366|7|11
37636|0|0
57522|10|10
65120|1|8
53022|0|0
56524|4|13
44895|7|7
48141|1|1
36283|12|14
39785|1|1
59431|3|7
63957|10|10
63107|4|4
50225|1|6
54767|9|9
43926|3|6
47428|0|3
46834|0|0
34720|0|0
38238|9|9
57868|0|1
62394|0|0
49512|2|11
56870|4|13
41129|9|9
48743|3|3
36629|1|3
40131|3|3
60017|7|7
64303|6|6
51421|5|5
55691|9|9
55097|1|2
44512|0|1
47774|0|0
34892|4|4
39418|0|2
38568|4|8
58470|3|7
62740|0|6
49858|0|5
53360|11|11
41475|6|6
46001|1|10
33135|10|13
40477|5|5
61387|2|2
64889|1|1
51767|3|10
56293|1|3
44858|6|6
48360|1|8
36262|9|14
39764|0|1
59394|2|2
63920|0|6
63342|4|11
50204|5|12
54730|0|9
42077|5|9
46347|2|2
33465|8|12
36983|7|11
57637|6|10
65235|5|5
53121|1|1
56639|6|6
41108|1|3
48706|2|4
36848|0|0
40110|4|4
59996|7|7
64266|0|5
51384|6|10
50806|12|12
55076|0|0
43257|1|1
47543|3|3
46949|7|11
33811|5|5
38337|2|5
58239|10|12
61485|4|8
49627|11|11
56969|4|4
41710|0|0
45980|0|0
33098|4|7
40696|8|13
61366|3|3
64868|0|1
51730|13|13
56256|3|3
43603|8|12
47873|3|5
35007|12|14
34413|1|13
38683|2|2
58569|4|4
62855|3|4
49973|7|7
53475|2|2
42040|6|8
46582|9|14
33444|4|8
36946|5|9
57600|0|0
65214|0|0
52332|7|8
56602|0|5
44973|1|4
48475|2|14
35337|1|1
39879|3|3
59765|3|12
58915|2|11
63441|1|2
50319|8|13
53821|6|6
43236|0|3
47506|0|2
46912|4|11
34046|12|12
38316|0|0
58202|7|7
61448|0|1
49606|10|12
57204|1|3
41223|3|7
48821|1|3
35939|2|2
40209|2|2
60111|4|8
63613|7|8
51499|4|7
50905|8|8
55191|3|6
43582|6|6
48108|0|1
34970|5|12
34376|2|5
38662|4|11
58548|0|6
62050|2|4
49936|0|0
53454|4|8
41809|3|12
45071|5|9
33213|10|14
40811|2|2
60441|5|8
64983|5|9
51845|1|3
55347|6|7
44936|0|1
48454|3|3
35572|8|12
39842|2|4
59728|0|3
58894|4|7
63420|0|0
50538|0|0
53784|11|11
42155|4|8
45657|1|2
33559|10|14
37061|1|13
61043|3|3
65313|1|2
52447|5|5
56717|5|5
41442|10|10
48784|0|1
35918|4|5
40444|0|0
60074|2|2
63576|0|1
51478|3|10
50884|4|13
54386|3|3
43351|3|3
42501|1|6
47027|3|6
34145|1|1
37407|6|11
58317|1|1
61819|7|11
52777|8|8
57319|3|4
41788|6|7
45290|2|4
33176|14|14
40790|0|0
60420|4|7
64946|9|9
52064|0|3
55326|5|8
43681|1|6
47199|7|9
35085|7|7
34491|11|14
37993|2|7
58663|7|7
62165|1|3
50051|2|5
53553|1|6
42134|5|12
45636|8|8
33778|10|11
37024|0|0
61022|5|5
65292|0|1
52410|0|0
55912|1|4
44283|2|2
48553|9|14
35687|3|3
38933|6|9
59843|4|5
59249|1|3
62511|4|7
50653|13|13
53899|4|4
43314|3|3
42720|0|3
47006|6|11
34124|14|14
37626|0|0
58280|6|11
61798|4|4
52756|3|12
57282|13|13
44629|1|1
48899|2|2
36017|8|8
39535|4|13
60189|1|1
63691|2|4
63097|8|8
50999|7|11
54501|1|13
43660|5|12
47162|6|7
35304|12|14
34470|4|13
37972|9|9
58626|2|11
62128|0|10
49262|4|11
53532|5|5
41903|10|12
45405|1|1
36363|2|7
40889|6|6
60791|3|12
64037|1|6
52179|3|3
55425|1|6
54847|6|6
44262|3|3
48532|0|0
35650|0|0
39152|0|3
59822|6|6
59228|0|1
62474|8|8
50616|12|12
54134|0|0
42489|1|2
45751|3|10
32869|3|3
37139|13|13
61121|3|5
64639|7|8
52525|1|1
56027|5|8
44592|3|6
49134|0|0
35996|0|0
39498|2|7
60408|0|1
63670|3|3
63076|4|4
50962|3|12
54464|0|3
43429|1|3
42835|7|7
46081|2|7
34239|11|12
37741|4|4
57371|2|5
61897|2|9
52871|3|5
56373|6|8
41866|14|14
45368|6|7
36598|12|14
40868|1|1
60754|0|0
64000|8|8
52158|0|0
55660|0|0
54810|0|0
44031|10|10
47277|1|8
46683|8|8
34569|11|11
38087|3|3
57973|10|12
62243|11|11
49361|3|3
53647|5|5
42468|0|0
45714|14|14
32832|10|13
37374|10|11
61100|1|8
64602|5|9
52488|2|2
56006|4|8
44361|1|1
47623|3|6
35765|1|1
39267|2|2
38417|6|6
59343|4|4
62845|7|7
49707|2|4
54233|1|1
43392|10|10
42814|0|0
46316|0|0
34202|14|14
37704|2|11
57350|4|7
61876|0|3
53090|0|0
56336|0|3
44707|2|2
48209|2|14
36111|4|7
39613|8|8
59499|7|7
63769|1|1
63191|5|5
51077|1|4
54579|6|6
43994|0|5
47240|0|9
46662|3|4
34804|11|11
38050|4|4
57936|0|0
62222|4|4
49340|8|12
56938|4|7
41213|8|8
45483|2|2
36697|7|7
39959|3|3
60869|3|5
64371|3|3
51233|6|6
55775|9|9
54925|4|4
44340|0|6
47842|2|4
35728|0|6
39246|4|5
38652|8|8
59306|0|0
62808|2|9
49686|0|0
54212|0|1
41559|3|7
45829|3|5
32947|10|13
40545|1|4
61215|7|7
64717|1|1
51835|2|2
56105|1|1
44686|4|8
48188|6|8
36330|9|9
39576|0|5
59478|7|9
63748|0|10
63154|3|3
50272|0|0
54558|6|6
42913|1|2
46431|5|5
33293|6|7
37819|13|14
57705|4|7
65063|6|6
53205|5|5
56451|3|3
41176|0|0
45462|3|6
36676|0|0
40178|0|0
60832|0|1
64350|0|0
51212|4|8
55738|0|2
55144|2|2
43085|1|8
47611|9|9
46761|1|1
33895|3|4
38165|7|7
58051|2|4
61553|1|3
49455|6|11
57053|8|8
41522|11|11
46048|0|1
32926|5|12
40524|1|4
61434|0|2
64680|1|1
51814|0|0
56084|0|10
44455|4|4
47957|3|3
34819|3|6
39345|1|10
38767|4|4
58397|5|8
62923|2|5
50041|11|11
53303|6|6
42892|0|1
46394|0|0
33512|1|13
37798|0|0
57684|12|12
65026|2|2
53168|1|6
56686|0|0
45041|1|2
48303|6|6
35421|7|12
39691|2|4
59577|1|1
58999|3|3
63269|1|4
50387|3|3
54657|1|3
43048|6|6
47590|0|0
46740|0|1
33858|2|5
38384|0|1
58030|6|6
61532|5|8
49418|5|9
57016|8|13
41291|2|7
48889|1|1
36791|12|12
40293|3|3
59923|3|3
64449|1|3
51583|10|10
50733|1|13
55259|2|2
44418|0|5
47920|0|10
35054|8|12
39324|5|5
38730|2|4
58616|8|8
62902|3|6
50020|3|12
53266|8|8
41637|1|6
45139|2|9
33025|2|2
40639|13|13
60525|8|9
64795|2|2
51913|1|1
56199|13|13
45020|0|1
48266|2|5
35384|10|10
39926|13|14
59556|0|3
58962|7|8
63232|2|5
50366|11|11
53868|1|4
42239|8|8
46509|1|4
33627|7|11
36873|6|7
57799|3|3
65397|1|3
52259|6|8
56785|2|5
41270|9|9
48868|1|8
36754|0|2
40256|0|5
60158|8|8
64428|0|0
51546|0|2
50696|0|0
55238|3|5
43163|2|14
42569|1|2
46855|3|5
33973|9|14
37475|2|7
58129|6|10
61647|4|5
52861|1|1
57131|4|7
41600|10|11
45118|6|7
33260|11|13
40602|0|0
60488|0|0
64774|3|3
51892|0|6
55394|0|2
43765|10|10
48035|3|3
35153|14|14
34319|4|5
38845|1|1
58731|2|4
61977|6|11
50135|10|12
53381|3|5
42202|2|5
46472|0|14
33606|0|0
37108|0|0
57762|3|10
65360|0|1
52238|4|13
56764|6|6
44111|5|12
48637|9|14
35499|4|8
39001|2|9
59671|3|10
59077|5|12
62579|7|9
50465|1|6
53983|5|5
43142|0|0
42548|1|6
47074|11|11
33936|0|1
37454|4|11
58364|10|10
61610|0|0
52824|5|5
57110|3|3
41369|1|1
48983|3|3
35845|9|13
40371|3|6
60257|3|12
63519|6|7
51661|1|1
51067|7|12
54313|4|7
43728|0|5
48014|0|0
35132|0|1
34538|8|12
38808|0|2
58710|7|7
61956|0|1
50098|6|10
53600|2|11
41971|10|12
45217|1|10
36447|7|12
40717|4|4
60603|8|9
64105|1|2
52007|3|10
55509|1|1
44074|2|7
48600|0|14
35478|3|10
38980|1|1
59890|0|0
59040|3|4
62558|7|9
50444|11|11
53946|0|0
42317|1|1
45819|10|11
33705|10|14
37223|4|4
60949|7|7
65475|3|5
52593|1|1
55855|4|7
41348|0|3
48946|0|2
36064|1|13
40350|5|14
60236|0|0
63738|10|10
51624|9|9
51046|3|3
54292|6|6
43497|1|1
42663|3|3
46165|5|9
34051|2|4
37553|1|6
57455|7|7
61725|5|5
52939|4|5
56441|7|8
41950|10|12
45196|0|0
36410|7|8
40936|0|1
60582|0|0
64084|0|0
51970|7|7
55472|0|10
54894|0|0
43843|2|7
47345|2|2
35247|9|9
34653|11|14
37899|2|5
58809|6|6
62327|7|7
49189|3|3
53715|2|2
42280|2|11
45798|0|0
33684|5|5
37186|0|9
61168|0|2
65454|0|0
52572|0|0
55818|2|7
44189|1|1
47691|2|2
35833|12|12
39095|3|10
38501|1|4
59155|3|12
62657|2|2
49791|7|11
54061|4|4
43476|0|0
42626|5|5
46128|6|6
34286|11|14
37532|0|1
57418|4|8
61944|10|11
52918|3|6
56420|1|1
44791|8|8
49061|1|3
36179|3|3
39425|1|1
60351|6|10
63853|1|4
63003|5|8
51145|2|2
54407|4|8
43822|0|0
47324|5|5
35210|0|9
34616|7|12
38134|0|0
58788|0|1
62290|0|5
49152|2|11
53694|9|13
41025|2|5
45567|9|9
36525|1|13
40027|2|9
60681|1|2
64199|3|3
51317|3|7
55587|3|4
54993|1|1
44408|7|7
47670|6|7
35812|0|1
39058|0|9
38464|2|4
59390|11|12
62636|1|1
49754|5|12
54024|2|11
42395|2|2
45897|1|4
32775|3|6
37301|1|10
61283|4|7
64529|3|3
52687|4|4
56189|1|1
44754|3|3
49024|0|6
36158|9|9
39660|1|13
60314|0|0
63816|0|1
62982|3|3
51124|1|1
54626|2|4
42997|14|14
46243|2|4
33361|7|12
37647|6|11
57533|6|6
65131|2|7
53017|2|2
56535|3|3
41004|1|1
45530|0|5
36488|4|4
40006|0|0
60916|0|1
64162|0|0
51280|0|0
55566|4|5
54972|0|1
43921|1|3
47439|5|5
46845|1|1
34731|11|11
38233|5|5
57879|5|8
62405|1|3
49523|7|12
56865|1|3
42374|3|5
45876|1|3
32994|8|13
37264|0|0
61262|0|0
64764|0|0
52650|0|0
56152|0|2
44523|12|12
47769|1|1
34903|7|7
39173|1|4
38579|2|2
58465|3|7
62751|5|5
49869|5|5
53371|8|8
42960|0|1
46222|4|5
33340|10|13
37866|2|2
57496|0|1
65110|0|0
52996|1|6
56498|0|0
44869|1|1
48371|8|9
36257|2|2
39775|13|14
59405|5|12
63931|6|6
63337|2|11
50215|3|4
54741|5|5
43132|7|8
47402|2|4
46808|0|0
34710|11|12
38212|0|3
58098|8|8
62368|0|6
49502|7|11
56844|4|7
41119|5|5
48717|1|8
36859|12|14
40105|1|4
60007|3|4
64277|1|6
51395|3|5
50801|7|8
55087|4|4
44502|5|14
47748|0|10
34866|6|6
39392|0|2
38558|5|5
58444|1|4
62970|0|0
49832|2|2
53350|4|11
41705|1|2
45991|3|4
33109|10|13
40451|2|4
61361|1|3
64879|4|7
51741|5|8
56267|2|4
44832|3|12
48350|5|9
36236|5|14
39738|0|0
59624|0|1
63910|3|10
63316|3|3
50178|2|4
54704|0|1
42051|2|11
46577|2|2
33455|11|14
36957|5|14
57611|4|11
65209|1|1
52343|3|7
56613|1|6
41338|7|11
48680|0|2
36838|12|12
40084|8|8
59970|2|2
64496|0|1
51374|4|8
50780|7|8
55050|2|4
43247|4|4
47517|5|5
46923|2|7
34041|9|13
38327|3|6
58213|3|12
61459|2|5
49601|3|3
57215|7|7
41684|0|3
45954|0|0
33072|7|7
40686|8|13
61340|0|1
64842|0|2
51960|0|0
56246|3|6
43577|6|7
48119|3|3
34981|1|13
34387|3|12
38657|2|11
58559|6|6
62061|1|4
49947|6|11
53449|4|5
42030|4|11
46556|5|5
33418|12|12
36920|6|9
57846|10|12
65188|0|1
52306|7|9
56576|0|3
44947|12|12
48449|2|4
35583|8|13
39853|1|4
59739|2|2
58889|2|7
63431|3|5
50549|1|1
53795|4|11
43210|0|5
42616|0|1
46902|0|0
34020|1|13
38290|2|9
58176|2|2
61694|0|0
49580|10|12
57178|0|2
41453|1|1
48795|2|5
35913|1|8
40199|3|3
60085|1|3
63587|3|3
51473|6|10
50895|5|12
54397|7|9
43556|0|6
48082|0|5
34944|0|2
34366|0|0
38892|0|0
58522|0|9
62024|1|8
49926|0|0
53428|0|10
41799|3|7
45301|1|1
33187|10|12
40785|2|2
60431|8|8
64957|1|1
52075|7|7
55321|7|9
44158|7|9
48428|1|1
35546|0|2
39816|0|1
59718|3|4
59124|8|8
63394|0|2
50512|0|3
53774|4|11
42129|9|14
45647|4|4
33789|10|14
37035|2|4
61017|2|5
65303|3|3
52421|8|8
55923|2|2
41416|0|9
48774|3|3
35892|0|3
40418|2|2
60048|1|6
63566|7|7
51708|9|9
50858|0|0
54360|2|5
43325|6|6
42731|8|8
47001|1|1
34135|7|11
37381|8|8
58291|2|2
61793|1|4
52767|5|8
57293|4|4
41762|2|4
45264|0|9
33166|11|14
40764|0|1
60650|4|4
64920|0|5
52054|7|12
55300|5|5
43671|3|3
47173|1|8
35315|9|13
34465|1|13
37983|5|14
58637|4|5
62139|2|2
49257|2|11
53543|6|6
42364|0|0
45610|0|2
33752|10|10
37014|8|8
60996|0|1
65522|0|2
52384|1|13
55902|8|8
44257|1|4
48543|5|14
35661|7|12
39163|2|2
59817|1|1
59239|7|7
62485|5|5
50627|2|4
54129|1|1
43288|0|9
42710|8|12
46980|0|1
34098|3|12
37600|1|13
58270|10|12
61772|1|4
52986|0|0
57256|6|6
44603|6|8
49129|1|1
36007|8|9
39509|1|3
60163|2|4
63665|1|1
63087|4|11
50973|11|11
54475|4|4
43890|3|3
47136|0|2
35294|0|0
34444|0|0
37946|7|8
58856|1|1
62118|6|6
49236|0|0
53506|0|9
41877|6|10
45379|2|5
36593|8|8
40879|13|13
60765|1|1
64011|2|7
52153|1|2
55671|10|10
54821|1|13
44236|1|4
47738|10|10
35624|2|2
39142|3|4
59796|0|1
59202|4|7
62704|0|0
50606|12|12
54108|5|5
42479|4|4
45725|5|5
32843|2|2
37369|1|1
61111|3|3
64613|4|7
52499|2|2
56001|1|4
44582|3|6
49108|0|1
35970|14|14
39472|0|6
60398|0|0
63644|0|0
63050|2|2
51192|11|12
54454|6|6
43403|2|4
42809|1|1
46327|8|9
34213|9|14
37715|7|11
57345|2|5
61887|6|6
53101|1|1
56347|13|13
41072|3|3
45358|6|7
36572|0|0
40842|2|2
60728|0|0
64246|0|0
52132|1|3
55634|0|2
54784|1|4
44005|1|1
47251|2|5
46657|1|8
34815|11|13
38061|1|13
57947|10|12
62217|2|4
49351|4|13
56949|1|1
42442|2|4
45944|0|0
32822|3|3
37348|0|1
61074|0|5
64576|0|3
52734|13|13
55980|1|1
44351|6|6
47853|1|4
35739|2|2
39241|2|9
38407|3|4
59317|1|1
62819|2|7
49681|1|2
54223|13|13
42788|3|12
46290|0|14
34176|0|3
37694|6|6
57580|0|1
61850|0|5
53064|0|2
56326|6|8
44681|4|5
48199|5|14
36341|9|14
39587|2|4
59473|5|12
63759|4|7
63165|6|6
50283|2|11
54553|5|5
43968|0|3
47486|9|14
46636|4|7
34778|11|11
38024|0|0
57926|11|11
62452|0|0
49314|6|11
56912|0|2
41187|10|12
45457|1|1
36687|7|12
40189|1|1
60843|2|4
64345|1|2
51223|6|8
55749|1|1
55155|3|7
44314|0|2
47816|0|1
35718|3|5
39220|0|10
38626|3|4
59280|0|2
62798|4|4
49916|10|12
54186|2|2
41533|1|1
46059|14|14
32921|11|14
40535|3|7
61189|1|6
64691|2|2
51809|1|2
56095|6|7
44916|14|14
48162|2|7
36304|0|14
39566|0|0
59452|6|7
63978|0|2
63128|5|5
50262|3|12
54532|0|3
42903|5|5
46405|1|4
33523|8|12
37793|1|2
57695|7|12
65037|5|8
53179|12|12
56681|1|2
41166|5|12
48764|14|14
36650|0|2
40152|2|14
60822|0|0
64324|3|3
51442|0|2
55712|0|10
55134|7|11
43059|3|12
47585|1|1
46751|14|14
33869|4|4
38395|2|2
58025|1|1
61543|7|9
49429|5|5
57027|3|4
41496|0|0
46038|10|10
32900|5|8
40498|3|7
61408|0|2
64670|0|0
51788|4|13
56314|0|0
44429|5|5
47931|6|7
35049|4|13
39335|3|10
38741|1|1
58371|2|7
62897|1|6
50031|10|11
53277|6|8
42098|3|12
46368|9|9
33502|8|12
37772|0|1
57658|6|7
65256|1|1
53158|4|4
56660|0|0
45031|3|3
48277|5|5
35395|5|5
39921|2|2
59567|4|4
58973|5|8
63243|2|4
50361|8|13
53879|3|7
43038|5|12
47564|0|0
46970|14|14
33832|0|1
38374|3|3
58004|1|6
61506|2|11
49648|9|9
57006|4|8
41265|3|10
48879|4|8
36765|12|14
40267|2|9
60153|10|10
64439|3|6
51557|1|3
50707|3|7
55233|3|3
43624|1|8
47910|3|3
35028|0|1
39298|2|2
38704|1|3
58606|4|4
62876|0|1
49994|0|0
53496|0|0
41611|8|12
45113|7|8
33271|10|12
40613|1|8
60499|8|8
64769|4|4
51903|6|6
55405|1|13
44994|2|4
48496|3|3
35374|4|13
39900|5|5
59530|0|5
58936|6|6
63478|0|0
50340|1|13
53842|5|5
42213|1|4
46483|2|2
33601|1|2
37119|8|9
57773|6|6
65371|2|5
52233|1|13
56775|3|3
41244|10|10
48842|0|2
35960|0|1
40246|3|3
60132|1|1
64402|0|0
51520|0|0
50942|8|12
55212|0|0
43137|1|2
42559|6|11
47085|1|1
33947|9|14
37449|1|13
58119|4|5
61621|1|6
52835|2|7
57105|3|3
41846|0|0
45092|0|6
33234|3|3
40576|1|6
60478|6|8
65004|1|1
51866|0|0
55368|10|10
43739|5|12
48009|2|2
35143|5|5
34549|12|12
38819|4|4
58705|2|2
61967|4|11
50109|10|12
53611|2|7
42176|0|0
45694|0|0
33580|10|13
37082|0|14
57736|0|1
65350|3|4
52468|0|3
56738|2|2
44085|3|7
48611|2|2
35473|2|5
38991|5|5
59901|1|1
59051|2|4
62553|1|1
50455|6|7
53957|1|4
43372|0|1
42522|6|8
47048|0|0
33926|6|6
37428|1|10
58338|0|0
61584|0|1
52814|8|8
57340|0|1
41359|5|5
48957|6|6
36075|12|14
40345|2|14
60247|3|7
63493|4|4
51635|2|2
51041|2|11
54303|6|9
43718|0|0
47220|3|7
35106|2|4
34512|5|8
38798|4|4
58684|0|0
62186|0|2
50072|6|6
53590|3|7
41945|1|1
45207|6|6
36421|1|8
40947|13|13
60577|1|2
64095|8|8
51981|1|4
55483|6|10
54889|4|11
44048|1|3
48590|5|9
35708|7|7
38954|6|9
59864|0|9
59030|3|3
62532|1|8
50674|9|9
53920|1|10
42291|3|7
45793|1|2
33695|10|13
37197|10|10
61179|8|12
65449|1|1
52583|3|4
55829|3|7
44650|2|2
48920|0|0
36054|5|5
40324|0|0
60210|0|0
63712|0|1
51614|5|5
51020|4|7
54522|0|2
43487|5|9
42637|1|4
46139|6|9
34281|11|14
37543|8|8
57429|1|3
61699|2|5
52913|1|6
56431|8|8
41924|0|3
45426|7|11
36384|0|6
40926|13|13
60556|4|5
64058|6|10
52200|1|1
55462|0|0
54868|0|1
43817|1|2
47335|8|8
35221|1|6
34627|4|11
38129|1|2
58799|6|11
62301|7|11
49163|5|5
53689|1|1
42270|5|9
45772|1|4
32890|11|14
37160|2|11
61158|0|0
65428|0|6
52546|2|7
56048|0|0
44163|2|9
47665|3|6
35823|12|13
39069|5|9
38475|2|11
59385|1|1
62647|3|3
49765|3|7
54035|3|6
43450|0|0
42856|4|4
46118|4|11
34260|5|14
37506|2|5
57392|3|3
61934|10|11
52892|8|8
56394|7|7
44765|5|8
49035|2|4
36153|6|6
39671|8|13
60325|1|6
63827|2|2
62977|2|2
51135|11|13
54637|1|4
43796|0|3
47298|0|5
46704|0|2
34606|6|11
38108|5|9
58762|0|2
62264|6|6
49398|8|12
53668|0|1
41015|3|6
45541|9|9
36499|5|8
40001|1|2
60927|9|9
64173|1|1
51291|5|8
55561|2|7
54983|4|13
44398|4|4
47644|5|8
35786|0|2
39288|0|1
38454|3|6
59364|0|1
62610|2|5
49728|0|0
54270|10|10
42369|12|12
45887|6|11
33005|4|13
37275|2|14
61257|1|2
64519|7|8
52661|9|9
56163|2|7
44728|0|0
48246|7|9
36132|4|7
39634|0|2
60288|0|10
63806|6|7
63212|1|4
51098|6|6
54600|0|1
42971|14|14
46217|2|9
33351|3|12
37877|1|3
57507|3|4
65105|1|2
53007|4|5
56509|1|1
40978|5|9
45504|0|5
36734|12|13
39980|4|8
60890|0|9
64136|2|2
51270|9|13
55796|0|0
54946|2|4
43911|3|3
47413|3|3
46819|4|4
34705|11|13
38223|13|13
58109|11|12
62379|2|2
49497|13|13
56855|5|8
41580|4|11
45850|0|2
32968|0|14
37254|3|5
61236|3|6
64738|0|2
52624|0|3
56142|4|4
44497|2|2
47759|6|10
34877|6|10
39403|2|4
38553|2|5
58455|3|12
62725|3|3
49843|6|11
53345|1|13
42950|0|0
46452|0|3
33314|0|2
37840|0|0
57486|5|12
65084|6|6
53226|0|0
56472|0|2
44843|2|7
48345|2|9
36247|3|3
39749|1|3
59635|8|8
63905|1|1
63327|7|11
50189|5|12
54715|2|2
43106|7|7
47376|0|1
46798|4|4
33916|0|1
38186|2|4
58072|0|2
62358|3|10
49476|0|0
57074|3|3
41093|3|4
48691|6|8
36833|1|1
40095|5|8
59981|8|8
64507|2|2
51369|1|8
50791|3|3
55061|1|1
44476|6|6
47978|2|7
34840|0|0
39382|5|5
38532|0|3
58418|6|8
62944|0|0
49822|8|12
53324|1|13
41695|14|14
45965|4|4
33083|7|12
40681|4|8
61351|3|3
64853|1|1
51715|6|10
56241|1|6
44822|3|7
48324|0|0
35442|3|12
39712|0|6
59614|5|12
63884|1|1
63290|0|0
50408|0|2
54694|3|3
42025|2|11
46567|11|11
33429|10|13
36931|7|7
57841|2|2
65199|4|8
52317|8|8
56587|6|6
41312|1|4
48670|6|8
36812|0|0
40314|0|2
59944|1|4
64486|3|3
51348|9|9
50754|2|2
55280|0|3
43221|1|3
47491|2|4
46897|1|1
34031|4|13
38301|9|9
58187|2|11
61689|1|2
49591|10|12
57189|1|1
41658|6|10
45160|2|11
33062|10|14
40660|0|3
61314|4|4
64816|0|6
51950|4|13
56220|5|5
43567|6|6
48093|1|1
34955|5|12
34361|1|2
38903|13|13
58533|1|3
62035|5|5
49921|1|6
53439|6|10
42004|1|1
46530|0|2
33648|2|2
36910|6|9
57820|0|0
65162|0|2
52280|6|7
56822|9|9
44153|9|9
48439|3|3
35557|4|8
39827|2|2
59713|2|7
59135|8|12
63405|1|1
50523|7|7
53769|2|11
43184|0|6
42606|4|4
46876|0|0
33994|2|14
37496|7|8
58166|0|0
61668|0|0
49554|6|6
57152|1|4
41427|2|5
48769|1|3
35903|9|9
40429|1|1
60059|2|5
63561|1|4
51463|3|3
50869|8|8
54371|2|11
43530|10|10
48056|6|10
35190|7|12
34340|1|1
38866|0|0
58496|0|0
62014|7|8
50156|10|10
53402|0|2
41773|6|7
45275|5|5
33161|14|14
40775|3|7
60661|9|9
64931|3|4
52049|1|3
55311|4|8
44132|1|8
48402|0|9
35520|0|0
39038|7|7
59692|0|1
59098|5|8
63368|0|5
50502|3|12
54004|0|3
42119|5|5
45621|3|6
33763|10|11
37009|2|2
61007|5|5
65533|1|1
52395|4|4
55897|1|1
41406|6|6
49004|1|4
35866|0|5
40392|0|9
60038|3|4
63540|3|6
51682|0|2
50832|0|3
54350|4|7
43299|2|7
42705|2|5
46991|14|14
34109|9|13
37611|4|4
58265|6|6
61783|3|7
52741|1|1
57267|3|3
41736|1|1
45254|3|5
36468|7|8
40738|3|7
60624|0|9
64910|4|5
52028|0|0
55530|8|8
43901|7|12
47147|4|7
35289|1|2
34455|6|11
37957|1|13
58867|11|12
62113|11|11
49247|5|5
53517|4|11
42338|0|2
45584|0|10
33742|10|11
37244|7|7
60970|7|7
65496|0|5
52374|5|8
55876|3|5
44247|3|3
48517|3|3
35635|3|7
39137|1|8
59807|12|12
59213|1|4
62715|8|8
50601|12|12
54119|4|11
43278|5|14
42684|0|0
46186|4|7
34072|14|14
37590|5|8
